"epoch","apricot-sweep-83 - _step","apricot-sweep-83 - _step__MIN","apricot-sweep-83 - _step__MAX","apricot-sweep-83 - val_loss","apricot-sweep-83 - val_loss__MIN","apricot-sweep-83 - val_loss__MAX","swift-sweep-75 - _step","swift-sweep-75 - _step__MIN","swift-sweep-75 - _step__MAX","swift-sweep-75 - val_loss","swift-sweep-75 - val_loss__MIN","swift-sweep-75 - val_loss__MAX","sage-sweep-9 - _step","sage-sweep-9 - _step__MIN","sage-sweep-9 - _step__MAX","sage-sweep-9 - val_loss","sage-sweep-9 - val_loss__MIN","sage-sweep-9 - val_loss__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - val_loss","eager-sweep-5 - val_loss__MIN","eager-sweep-5 - val_loss__MAX","mild-sweep-4 - _step","mild-sweep-4 - _step__MIN","mild-sweep-4 - _step__MAX","mild-sweep-4 - val_loss","mild-sweep-4 - val_loss__MIN","mild-sweep-4 - val_loss__MAX"
"1","0","0","0","0.6932132124900818","0.6932132124900818","0.6932132124900818","0","0","0","0.6857192715009054","0.6857192715009054","0.6857192715009054","0","0","0","0.5123646272455945","0.5123646272455945","0.5123646272455945","0","0","0","0.47715208460302916","0.47715208460302916","0.47715208460302916","0","0","0","0.507300961543532","0.507300961543532","0.507300961543532"
"2","1","1","1","0.6932536363601685","0.6932536363601685","0.6932536363601685","1","1","1","0.6048029926088121","0.6048029926088121","0.6048029926088121","1","1","1","0.39992712218971815","0.39992712218971815","0.39992712218971815","1","1","1","0.5461834914544049","0.5461834914544049","0.5461834914544049","1","1","1","0.39527888157788443","0.39527888157788443","0.39527888157788443"
"3","2","2","2","0.6937968492507934","0.6937968492507934","0.6937968492507934","2","2","2","0.4556083016925388","0.4556083016925388","0.4556083016925388","2","2","2","0.37233221333693056","0.37233221333693056","0.37233221333693056","2","2","2","0.39339010198326674","0.39339010198326674","0.39339010198326674","2","2","2","0.36131266855141697","0.36131266855141697","0.36131266855141697"
"4","3","3","3","0.6935227632522583","0.6935227632522583","0.6935227632522583","3","3","3","0.37609582642714184","0.37609582642714184","0.37609582642714184","3","3","3","0.4103514843565576","0.4103514843565576","0.4103514843565576","3","3","3","0.3534882804926704","0.3534882804926704","0.3534882804926704","3","3","3","0.3790562038912493","0.3790562038912493","0.3790562038912493"
"5","4","4","4","0.6929373741149902","0.6929373741149902","0.6929373741149902","4","4","4","0.388695799642139","0.388695799642139","0.388695799642139","4","4","4","0.46441393498988714","0.46441393498988714","0.46441393498988714","4","4","4","0.4263526641708963","0.4263526641708963","0.4263526641708963","4","4","4","0.4724261841791518","0.4724261841791518","0.4724261841791518"
"6","5","5","5","0.6802506446838379","0.6802506446838379","0.6802506446838379","5","5","5","0.39472318689028424","0.39472318689028424","0.39472318689028424","5","5","5","0.37436215776730986","0.37436215776730986","0.37436215776730986","5","5","5","0.34991225578329144","0.34991225578329144","0.34991225578329144","5","5","5","0.4120493673664682","0.4120493673664682","0.4120493673664682"
"7","6","6","6","0.6080538034439087","0.6080538034439087","0.6080538034439087","6","6","6","0.3315770692295498","0.3315770692295498","0.3315770692295498","6","6","6","0.3014577455161249","0.3014577455161249","0.3014577455161249","6","6","6","0.3110494420808904","0.3110494420808904","0.3110494420808904","6","6","6","0.30037614018382397","0.30037614018382397","0.30037614018382397"
"8","7","7","7","0.5436295628547668","0.5436295628547668","0.5436295628547668","7","7","7","0.3036680155330234","0.3036680155330234","0.3036680155330234","7","7","7","0.3213411359226002","0.3213411359226002","0.3213411359226002","7","7","7","0.2901919832562699","0.2901919832562699","0.2901919832562699","7","7","7","0.2936371897949892","0.2936371897949892","0.2936371897949892"
"9","8","8","8","0.46163849234580995","0.46163849234580995","0.46163849234580995","8","8","8","0.3013302700387107","0.3013302700387107","0.3013302700387107","8","8","8","0.2594535320668536","0.2594535320668536","0.2594535320668536","8","8","8","0.3159572092597099","0.3159572092597099","0.3159572092597099","8","8","8","0.25286552720867533","0.25286552720867533","0.25286552720867533"
"10","9","9","9","0.5073994994163513","0.5073994994163513","0.5073994994163513","9","9","9","0.3575867960850398","0.3575867960850398","0.3575867960850398","9","9","9","0.32580479563159104","0.32580479563159104","0.32580479563159104","9","9","9","0.30186039231279316","0.30186039231279316","0.30186039231279316","9","9","9","0.2687610354657997","0.2687610354657997","0.2687610354657997"
"11","11","11","11","0.41783989667892457","0.41783989667892457","0.41783989667892457","11","11","11","0.3061817917558882","0.3061817917558882","0.3061817917558882","11","11","11","0.28173862134709077","0.28173862134709077","0.28173862134709077","11","11","11","0.27585119808859687","0.27585119808859687","0.27585119808859687","11","11","11","0.2600516436402412","0.2600516436402412","0.2600516436402412"
"12","12","12","12","0.5599899351596832","0.5599899351596832","0.5599899351596832","12","12","12","0.305822244948811","0.305822244948811","0.305822244948811","12","12","12","0.3294154488865067","0.3294154488865067","0.3294154488865067","12","12","12","0.2651125793071354","0.2651125793071354","0.2651125793071354","12","12","12","0.24042172609444926","0.24042172609444926","0.24042172609444926"
"13","13","13","13","0.43756011724472044","0.43756011724472044","0.43756011724472044","13","13","13","0.22963233457671273","0.22963233457671273","0.22963233457671273","13","13","13","0.22683876856942387","0.22683876856942387","0.22683876856942387","13","13","13","0.2685867355150335","0.2685867355150335","0.2685867355150335","13","13","13","0.26101053219891207","0.26101053219891207","0.26101053219891207"
"14","14","14","14","0.38814420700073243","0.38814420700073243","0.38814420700073243","14","14","14","0.2497134721941418","0.2497134721941418","0.2497134721941418","14","14","14","0.2532982178689802","0.2532982178689802","0.2532982178689802","14","14","14","0.31833214751061273","0.31833214751061273","0.31833214751061273","14","14","14","0.24438014757983825","0.24438014757983825","0.24438014757983825"
"15","15","15","15","0.3889972329139709","0.3889972329139709","0.3889972329139709","15","15","15","0.24761352191368738","0.24761352191368738","0.24761352191368738","15","15","15","0.28650281594737487","0.28650281594737487","0.28650281594737487","15","15","15","0.2992299089536947","0.2992299089536947","0.2992299089536947","15","15","15","0.3336303068790585","0.3336303068790585","0.3336303068790585"
"16","16","16","16","0.39878371357917786","0.39878371357917786","0.39878371357917786","16","16","16","0.242180488175816","0.242180488175816","0.242180488175816","16","16","16","0.22384746679488352","0.22384746679488352","0.22384746679488352","16","16","16","0.3588611158158849","0.3588611158158849","0.3588611158158849","16","16","16","0.2327377835069509","0.2327377835069509","0.2327377835069509"
"17","17","17","17","0.43220263719558716","0.43220263719558716","0.43220263719558716","17","17","17","0.2694757241341803","0.2694757241341803","0.2694757241341803","17","17","17","0.20988793461583555","0.20988793461583555","0.20988793461583555","17","17","17","0.3365629216765656","0.3365629216765656","0.3365629216765656","17","17","17","0.23927072306875796","0.23927072306875796","0.23927072306875796"
"18","18","18","18","0.3816471517086029","0.3816471517086029","0.3816471517086029","18","18","18","0.24531343744860756","0.24531343744860756","0.24531343744860756","18","18","18","0.22964268955675995","0.22964268955675995","0.22964268955675995","18","18","18","0.3041029330343008","0.3041029330343008","0.3041029330343008","18","18","18","0.27386451051707433","0.27386451051707433","0.27386451051707433"
"19","19","19","19","0.38235201835632326","0.38235201835632326","0.38235201835632326","19","19","19","0.21193102416065004","0.21193102416065004","0.21193102416065004","19","19","19","0.2356803956962026","0.2356803956962026","0.2356803956962026","19","19","19","0.2791375405538608","0.2791375405538608","0.2791375405538608","19","19","19","0.27011544675127985","0.27011544675127985","0.27011544675127985"
"20","20","20","20","0.3901600122451782","0.3901600122451782","0.3901600122451782","20","20","20","0.2688714762528737","0.2688714762528737","0.2688714762528737","20","20","20","0.2688978229485014","0.2688978229485014","0.2688978229485014","20","20","20","0.23818655031294944","0.23818655031294944","0.23818655031294944","20","20","20","0.2700116399098667","0.2700116399098667","0.2700116399098667"
"21","22","22","22","0.36667177081108093","0.36667177081108093","0.36667177081108093","22","22","22","0.22239750623703003","0.22239750623703003","0.22239750623703003","22","22","22","0.22286863919511876","0.22286863919511876","0.22286863919511876","22","22","22","0.2635176190010765","0.2635176190010765","0.2635176190010765","22","22","22","0.2660505137652816","0.2660505137652816","0.2660505137652816"
"22","23","23","23","0.3781918823719025","0.3781918823719025","0.3781918823719025","23","23","23","0.223499725262324","0.223499725262324","0.223499725262324","23","23","23","0.2020013754886082","0.2020013754886082","0.2020013754886082","23","23","23","0.26348883264205036","0.26348883264205036","0.26348883264205036","23","23","23","0.25986075636191186","0.25986075636191186","0.25986075636191186"
"23","24","24","24","0.35771082043647767","0.35771082043647767","0.35771082043647767","24","24","24","0.22224867592255274","0.22224867592255274","0.22224867592255274","24","24","24","0.28418637796387297","0.28418637796387297","0.28418637796387297","24","24","24","0.2630268693079843","0.2630268693079843","0.2630268693079843","24","24","24","0.25029615966281304","0.25029615966281304","0.25029615966281304"
"24","25","25","25","0.364736270904541","0.364736270904541","0.364736270904541","25","25","25","0.21887163900666767","0.21887163900666767","0.21887163900666767","25","25","25","0.27440585795899525","0.27440585795899525","0.27440585795899525","25","25","25","0.2322997433708652","0.2322997433708652","0.2322997433708652","25","25","25","0.2684862068066757","0.2684862068066757","0.2684862068066757"
"25","26","26","26","0.3516910493373871","0.3516910493373871","0.3516910493373871","26","26","26","0.21950136787361568","0.21950136787361568","0.21950136787361568","26","26","26","0.2449641185812652","0.2449641185812652","0.2449641185812652","26","26","26","0.21062175280359738","0.21062175280359738","0.21062175280359738","26","26","26","0.41287889510653364","0.41287889510653364","0.41287889510653364"
"26","27","27","27","0.41062368750572203","0.41062368750572203","0.41062368750572203","27","27","27","0.21485017819537056","0.21485017819537056","0.21485017819537056","27","27","27","0.2353929526049315","0.2353929526049315","0.2353929526049315","27","27","27","0.29962350273340504","0.29962350273340504","0.29962350273340504","27","27","27","0.2382905318723608","0.2382905318723608","0.2382905318723608"
"27","28","28","28","0.39325298070907594","0.39325298070907594","0.39325298070907594","28","28","28","0.21334716719057825","0.21334716719057825","0.21334716719057825","28","28","28","0.23276823963832988","0.23276823963832988","0.23276823963832988","28","28","28","0.253629528095617","0.253629528095617","0.253629528095617","","","","","",""
"28","29","29","29","0.38849759101867676","0.38849759101867676","0.38849759101867676","29","29","29","0.21201417512363857","0.21201417512363857","0.21201417512363857","29","29","29","0.24071504074313185","0.24071504074313185","0.24071504074313185","29","29","29","0.3371860727202147","0.3371860727202147","0.3371860727202147","","","","","",""
"29","30","30","30","0.3678065061569214","0.3678065061569214","0.3678065061569214","30","30","30","0.22499377363257939","0.22499377363257939","0.22499377363257939","30","30","30","0.30951966589867985","0.30951966589867985","0.30951966589867985","30","30","30","0.2681765901609598","0.2681765901609598","0.2681765901609598","","","","","",""
"30","31","31","31","0.3533252775669098","0.3533252775669098","0.3533252775669098","","","","","","","31","31","31","0.24948698089471744","0.24948698089471744","0.24948698089471744","31","31","31","0.3268965618849239","0.3268965618849239","0.3268965618849239","","","","","",""
"31","33","33","33","0.3549148738384247","0.3549148738384247","0.3549148738384247","","","","","","","33","33","33","0.288528058294426","0.288528058294426","0.288528058294426","33","33","33","0.27390729257946506","0.27390729257946506","0.27390729257946506","","","","","",""
"32","34","34","34","0.3514916956424713","0.3514916956424713","0.3514916956424713","","","","","","","34","34","34","0.23145943712306155","0.23145943712306155","0.23145943712306155","34","34","34","0.2132761920117499","0.2132761920117499","0.2132761920117499","","","","","",""
"33","35","35","35","0.38279945254325864","0.38279945254325864","0.38279945254325864","","","","","","","","","","","","","35","35","35","0.3025558276430649","0.3025558276430649","0.3025558276430649","","","","","",""
"34","36","36","36","0.3661129057407379","0.3661129057407379","0.3661129057407379","","","","","","","","","","","","","36","36","36","0.3256265342728618","0.3256265342728618","0.3256265342728618","","","","","",""
"35","37","37","37","0.36038748621940614","0.36038748621940614","0.36038748621940614","","","","","","","","","","","","","37","37","37","0.2345262078075286","0.2345262078075286","0.2345262078075286","","","","","",""
"36","38","38","38","0.35727126002311704","0.35727126002311704","0.35727126002311704","","","","","","","","","","","","","","","","","","","","","","","",""
"37","39","39","39","0.34411134719848635","0.34411134719848635","0.34411134719848635","","","","","","","","","","","","","","","","","","","","","","","",""
"38","40","40","40","0.3851243853569031","0.3851243853569031","0.3851243853569031","","","","","","","","","","","","","","","","","","","","","","","",""
"39","41","41","41","0.33723205924034116","0.33723205924034116","0.33723205924034116","","","","","","","","","","","","","","","","","","","","","","","",""
"40","42","42","42","0.3269917368888855","0.3269917368888855","0.3269917368888855","","","","","","","","","","","","","","","","","","","","","","","",""
"41","44","44","44","0.3342174232006073","0.3342174232006073","0.3342174232006073","","","","","","","","","","","","","","","","","","","","","","","",""
"42","45","45","45","0.3808110415935516","0.3808110415935516","0.3808110415935516","","","","","","","","","","","","","","","","","","","","","","","",""
"43","46","46","46","0.3394370794296265","0.3394370794296265","0.3394370794296265","","","","","","","","","","","","","","","","","","","","","","","",""
"44","47","47","47","0.400306499004364","0.400306499004364","0.400306499004364","","","","","","","","","","","","","","","","","","","","","","","",""
"45","48","48","48","0.3546053171157837","0.3546053171157837","0.3546053171157837","","","","","","","","","","","","","","","","","","","","","","","",""
"46","49","49","49","0.3448896467685699","0.3448896467685699","0.3448896467685699","","","","","","","","","","","","","","","","","","","","","","","",""
"47","50","50","50","0.3926935732364655","0.3926935732364655","0.3926935732364655","","","","","","","","","","","","","","","","","","","","","","","",""
"48","51","51","51","0.31477515697479247","0.31477515697479247","0.31477515697479247","","","","","","","","","","","","","","","","","","","","","","","",""
"49","52","52","52","0.30489871501922605","0.30489871501922605","0.30489871501922605","","","","","","","","","","","","","","","","","","","","","","","",""
"50","53","53","53","0.307747420668602","0.307747420668602","0.307747420668602","","","","","","","","","","","","","","","","","","","","","","","",""
"51","55","55","55","0.33299370408058165","0.33299370408058165","0.33299370408058165","","","","","","","","","","","","","","","","","","","","","","","",""
"52","56","56","56","0.29262385666370394","0.29262385666370394","0.29262385666370394","","","","","","","","","","","","","","","","","","","","","","","",""
"53","57","57","57","0.2848283499479294","0.2848283499479294","0.2848283499479294","","","","","","","","","","","","","","","","","","","","","","","",""
"54","58","58","58","0.2969542622566223","0.2969542622566223","0.2969542622566223","","","","","","","","","","","","","","","","","","","","","","","",""
"55","59","59","59","0.28210531175136566","0.28210531175136566","0.28210531175136566","","","","","","","","","","","","","","","","","","","","","","","",""
"56","60","60","60","0.29261431396007537","0.29261431396007537","0.29261431396007537","","","","","","","","","","","","","","","","","","","","","","","",""
"57","61","61","61","0.35301194190979","0.35301194190979","0.35301194190979","","","","","","","","","","","","","","","","","","","","","","","",""
"58","62","62","62","0.29623788595199585","0.29623788595199585","0.29623788595199585","","","","","","","","","","","","","","","","","","","","","","","",""
"59","63","63","63","0.30350172221660615","0.30350172221660615","0.30350172221660615","","","","","","","","","","","","","","","","","","","","","","","",""
"60","64","64","64","0.2858316570520401","0.2858316570520401","0.2858316570520401","","","","","","","","","","","","","","","","","","","","","","","",""
"61","66","66","66","0.2800798624753952","0.2800798624753952","0.2800798624753952","","","","","","","","","","","","","","","","","","","","","","","",""
"62","67","67","67","0.26056242883205416","0.26056242883205416","0.26056242883205416","","","","","","","","","","","","","","","","","","","","","","","",""
"63","68","68","68","0.31615306437015533","0.31615306437015533","0.31615306437015533","","","","","","","","","","","","","","","","","","","","","","","",""
"64","69","69","69","0.3159037411212921","0.3159037411212921","0.3159037411212921","","","","","","","","","","","","","","","","","","","","","","","",""
"65","70","70","70","0.27080372273921965","0.27080372273921965","0.27080372273921965","","","","","","","","","","","","","","","","","","","","","","","",""
"66","71","71","71","0.2990499049425125","0.2990499049425125","0.2990499049425125","","","","","","","","","","","","","","","","","","","","","","","",""
"67","72","72","72","0.263577800989151","0.263577800989151","0.263577800989151","","","","","","","","","","","","","","","","","","","","","","","",""
"68","73","73","73","0.25428483486175535","0.25428483486175535","0.25428483486175535","","","","","","","","","","","","","","","","","","","","","","","",""
"69","74","74","74","0.29231926500797273","0.29231926500797273","0.29231926500797273","","","","","","","","","","","","","","","","","","","","","","","",""
"70","75","75","75","0.2508071541786194","0.2508071541786194","0.2508071541786194","","","","","","","","","","","","","","","","","","","","","","","",""
"71","77","77","77","0.2679633915424347","0.2679633915424347","0.2679633915424347","","","","","","","","","","","","","","","","","","","","","","","",""
"72","78","78","78","0.2555554986000061","0.2555554986000061","0.2555554986000061","","","","","","","","","","","","","","","","","","","","","","","",""
"73","79","79","79","0.2558400571346283","0.2558400571346283","0.2558400571346283","","","","","","","","","","","","","","","","","","","","","","","",""
"74","80","80","80","0.2665938585996628","0.2665938585996628","0.2665938585996628","","","","","","","","","","","","","","","","","","","","","","","",""
"75","81","81","81","0.30714030265808107","0.30714030265808107","0.30714030265808107","","","","","","","","","","","","","","","","","","","","","","","",""
"76","82","82","82","0.31742918491363525","0.31742918491363525","0.31742918491363525","","","","","","","","","","","","","","","","","","","","","","","",""
"77","83","83","83","0.253937104344368","0.253937104344368","0.253937104344368","","","","","","","","","","","","","","","","","","","","","","","",""
"78","84","84","84","0.23182847499847412","0.23182847499847412","0.23182847499847412","","","","","","","","","","","","","","","","","","","","","","","",""
"79","85","85","85","0.23105947971343993","0.23105947971343993","0.23105947971343993","","","","","","","","","","","","","","","","","","","","","","","",""
"80","86","86","86","0.25056893825531007","0.25056893825531007","0.25056893825531007","","","","","","","","","","","","","","","","","","","","","","","",""
"81","88","88","88","0.20719735324382782","0.20719735324382782","0.20719735324382782","","","","","","","","","","","","","","","","","","","","","","","",""
"82","89","89","89","0.2797238677740097","0.2797238677740097","0.2797238677740097","","","","","","","","","","","","","","","","","","","","","","","",""
"83","90","90","90","0.1986070454120636","0.1986070454120636","0.1986070454120636","","","","","","","","","","","","","","","","","","","","","","","",""
"84","91","91","91","0.23282573223114014","0.23282573223114014","0.23282573223114014","","","","","","","","","","","","","","","","","","","","","","","",""
"85","92","92","92","0.21223919987678527","0.21223919987678527","0.21223919987678527","","","","","","","","","","","","","","","","","","","","","","","",""
"86","93","93","93","0.2591208219528198","0.2591208219528198","0.2591208219528198","","","","","","","","","","","","","","","","","","","","","","","",""
"87","94","94","94","0.19642699658870696","0.19642699658870696","0.19642699658870696","","","","","","","","","","","","","","","","","","","","","","","",""
"88","95","95","95","0.19397855103015899","0.19397855103015899","0.19397855103015899","","","","","","","","","","","","","","","","","","","","","","","",""
"89","96","96","96","0.18206749260425567","0.18206749260425567","0.18206749260425567","","","","","","","","","","","","","","","","","","","","","","","",""
"90","97","97","97","0.20789055824279784","0.20789055824279784","0.20789055824279784","","","","","","","","","","","","","","","","","","","","","","","",""
"91","99","99","99","0.23701666593551635","0.23701666593551635","0.23701666593551635","","","","","","","","","","","","","","","","","","","","","","","",""
"92","100","100","100","0.22006914913654327","0.22006914913654327","0.22006914913654327","","","","","","","","","","","","","","","","","","","","","","","",""
"93","101","101","101","0.21361750066280366","0.21361750066280366","0.21361750066280366","","","","","","","","","","","","","","","","","","","","","","","",""
"94","102","102","102","0.1868521124124527","0.1868521124124527","0.1868521124124527","","","","","","","","","","","","","","","","","","","","","","","",""
"95","103","103","103","0.21662082076072692","0.21662082076072692","0.21662082076072692","","","","","","","","","","","","","","","","","","","","","","","",""
"96","104","104","104","0.18320365846157075","0.18320365846157075","0.18320365846157075","","","","","","","","","","","","","","","","","","","","","","","",""
"97","105","105","105","0.1910909056663513","0.1910909056663513","0.1910909056663513","","","","","","","","","","","","","","","","","","","","","","","",""
"98","106","106","106","0.19293837547302245","0.19293837547302245","0.19293837547302245","","","","","","","","","","","","","","","","","","","","","","","",""
"99","107","107","107","0.18942587971687316","0.18942587971687316","0.18942587971687316","","","","","","","","","","","","","","","","","","","","","","","",""